Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2021-10-15,Halloween Kills,2021,https://boxd.it/2cW2FZ,2,,"theatre, regal, celebration pointe 10",2021-10-14
2021-10-19,Mulholland Drive,2001,https://boxd.it/2dCY4L,5,Yes,"theatre, ifc center",2021-10-17
2021-10-22,Dune,1984,https://boxd.it/2e13Fb,2.5,,"other, streaming",2021-10-20
2021-10-23,Dune,2021,https://boxd.it/2e4LIp,3.5,,"theatre, regal, celebration pointe 10",2021-10-21
2021-10-26,A Nightmare on Elm Street,1984,https://boxd.it/2eEh1x,3.5,,"other, streaming",2021-10-24
2021-10-27,The Texas Chain Saw Massacre,1974,https://boxd.it/2ePfGl,4.5,Yes,"other, streaming",2021-10-24
2021-10-28,Lamb,2021,https://boxd.it/2eX2dr,3,,"theatre, regal, butler plaza 14",2021-10-26
2021-10-29,The Rocky Horror Picture Show,1975,https://boxd.it/2f2RPL,,,highdive,2021-10-27
2021-11-03,Last Night in Soho,2021,https://boxd.it/2fWqZr,2.5,,"theatre, regal, celebration pointe 10",2021-10-28
2021-11-06,The French Dispatch,2021,https://boxd.it/2glAJN,4,,"theatre, regal, butler plaza 14",2021-11-04
2021-11-09,The French Dispatch,2021,https://boxd.it/2gRsln,4.5,Yes,"theatre, regal, butler plaza 14",2021-11-07
2021-11-14,Spencer,2021,https://boxd.it/2hAS0l,3.5,,"theatre, regal, butler plaza 14",2021-11-11
